ListingId;MarketplaceName;InvalidField
8f1f2d3a-fb57-41c9-9fff-cf1710448f41;1;[listing_price]
c4fa3c5d-67ad-4093-b236-fffa5fb45a4e;1;[owner_email_address]
3d45cbf0-ff6c-40e6-846c-6561b0f40b71;1;[upload_time]
e2151117-325d-4301-adf0-e04be02b9095;2;[upload_time]
0e804852-186e-46bf-b215-9f42fd4ce55a;2;[listing_price]
9594aca2-fadc-411f-87e0-e7ce3f323743;2;[listing_price]
8413fa5c-600e-4b4e-b0be-a996a367017e;1;[owner_email_address]
15afa3fd-3cef-4e86-b5ad-644584f11965;2;[listing_price]
100142e8-cd3e-4340-ba1b-87194f43d264;1;[listing_price]
a9297861-61b7-4281-a8cf-bc2aaed2fdca;2;[listing_price]
ff305a9c-e51e-4e95-a64c-ca8ae54980cf;1;[upload_time, listing_price]
52686e0d-e27d-4bde-b48f-b52985febfdd;2;[upload_time, owner_email_address]
7f896360-9fd7-498b-b575-5c002aeb49b2;2;[owner_email_address]
7e04bc95-5d99-4f7f-a9f9-e4145c37bab8;1;[upload_time]
99ef7b1f-d68a-40ea-86f9-228ff3b80410;2;[upload_time]
d4003c64-ae8c-4e62-be49-f4134338db52;2;[upload_time]
bce60dfc-e641-4439-86ad-772f4cf9c73f;2;[upload_time]
9658fa98-87ec-46c1-9114-e2f93f01f8b2;1;[upload_time]
3dadab95-f055-407c-9587-2f5a4fe73195;1;[upload_time]
d5d22ea0-0d97-4a35-bc86-7ec23e3dfd16;2;[listing_price]
b783c1d3-e701-4131-875b-5424370ff776;2;[listing_price]
bc22b6c5-a46c-4d93-81e1-c62ba65232ef;1;[listing_price]
